RK,TIERS,PLAYER NAME,TEAM,POS,BYE,UPSIDE ,BUST ,SOS,ECR VS ADP,PLAYER NAME_CLEAN,Matched Name,player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,full_name_clean,is_rookie,is_lottery_ticket,handcuff,is_fantasypros_sleeper,num,player,RK_DIFF
334,14,Tyler Conklin,LAC,TE43,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-58,tyler conklin,tyler conklin,5133,Tyler Conklin,Tyler,Conklin,TE,LAC,,['TE'],True,Active,30.0,75,248.0,Central Michigan,7.0,,,,,,,,,1995-07-30,,tyler conklin,False,False,,False,333.0,Tyler Conklin,1.0
335,14,KaVontae Turpin,DAL,WR116,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+7,kavontae turpin,kavontae turpin,8917,KaVontae Turpin,KaVontae,Turpin,WR,DAL,,['WR'],True,Active,29.0,69,153.0,TCU,3.0,,,,,,,,,1996-08-02,,kavontae turpin,False,False,,False,261.0,KaVontae Turpin,74.0
336,14,Jalen Milroe,SEA,QB37,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-67,jalen milroe,jalen milroe,12510,Jalen Milroe,Jalen,Milroe,QB,SEA,,['QB'],True,Active,22.0,74,216.0,Alabama,0.0,,,,,,,,,2002-12-13,,jalen milroe,True,False,,False,319.0,Jalen Milroe,17.0
337,14,Cam Little,JAC,K21,8,Coach Upside rating,Coach Bust rating,5 out of 5 stars,-157,cam little,cam little,11786,Cam Little,Cam,Little,K,JAX,,['K'],True,Active,22.0,73,172.0,Arkansas,1.0,,,,,,,,,2003-08-17,,cam little,False,False,,False,345.0,Cam Little,-8.0
338,14,A.J. Dillon,PHI,RB100,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-6,a.j. dillon,a.j. dillon,6828,A.J. Dillon,A.J.,Dillon,RB,PHI,,['RB'],True,Active,27.0,72,247.0,Boston College,5.0,,,,,,,,,1998-05-02,,a.j. dillon,False,False,,False,,,
339,14,Jaylin Lane,WAS,WR117,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+157,jaylin lane,jaylin lane,12641,Jaylin Lane,Jaylin,Lane,WR,WAS,,['WR'],True,Active,23.0,70,196.0,Virginia Tech,0.0,,,,,,,,,2002-05-01,,jaylin lane,True,False,,True,392.0,Jaylin Lane,-53.0
341,14,KeAndre Lambert-Smith,LAC,WR118,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-13,keandre lambert-smith,keandre lambert-smith,12670,KeAndre Lambert-Smith,KeAndre,Lambert-Smith,WR,LAC,,['WR'],True,Active,23.0,73,182.0,Auburn,0.0,,,,,,,,,2001-10-16,,keandre lambert-smith,True,False,,False,,,
342,14,John Metchie III,PHI,WR119,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+7,john metchie,john metchie,8147,John Metchie,John,Metchie,WR,PHI,,['WR'],True,Active,25.0,72,195.0,Alabama,3.0,,,,,,,,,2000-07-18,,john metchie,False,False,,False,,,
343,14,AJ Barner,SEA,TE44,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+56,aj barner,aj barner,11603,AJ Barner,AJ,Barner,TE,SEA,,['TE'],True,Active,23.0,78,251.0,Michigan,1.0,,,,,,,,,2002-05-03,,aj barner,False,False,,False,314.0,AJ Barner,29.0
344,14,Isaiah Bond,CLE,WR120,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+76,isaiah bond,isaiah bond,12503,Isaiah Bond,Isaiah,Bond,WR,CLE,,['WR'],True,Active,21.0,71,180.0,Texas,0.0,,,,,,,,,2004-03-15,,isaiah bond,True,False,,False,,,
346,14,Gabe Davis,FA,WR121,-,Coach Upside rating,Coach Bust rating,-,+143,gabe davis,gabe davis,6943,Gabe Davis,Gabe,Davis,WR,,,['WR'],True,Active,26.0,74,225.0,UCF,5.0,Questionable,Surgery,Knee - Meniscus,,,,,,1999-04-01,,gabe davis,False,False,,False,227.0,Gabe Davis,119.0
347,14,Michael Mayer,LV,TE45,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-13,michael mayer,michael mayer,9482,Michael Mayer,Michael,Mayer,TE,LV,,['TE'],True,Active,24.0,76,256.0,Notre Dame,2.0,,,,,,,,,2001-07-06,,michael mayer,False,False,,False,293.0,Michael Mayer,54.0
348,14,Demarcus Robinson,SF,WR122,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+53,demarcus robinson,demarcus robinson,3286,Demarcus Robinson,Demarcus,Robinson,WR,SF,,['WR'],True,Active,30.0,73,202.0,Florida,9.0,Sus,,Suspension,,,,,,1994-09-21,,demarcus robinson,False,False,,False,382.0,Demarcus Robinson,-34.0
349,14,Olamide Zaccheaus,CHI,WR123,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-13,olamide zaccheaus,olamide zaccheaus,6271,Olamide Zaccheaus,Olamide,Zaccheaus,WR,CHI,,['WR'],True,Active,28.0,68,199.0,Virginia,6.0,,,,,,,,,1997-07-23,,olamide zaccheaus,False,False,,False,401.0,Olamide Zaccheaus,-52.0
350,14,Tai Felton,MIN,WR124,6,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+136,tai felton,tai felton,12496,Tai Felton,Tai,Felton,WR,MIN,,['WR'],True,Active,22.0,73,183.0,Maryland,0.0,Questionable,,Arm,,,,,,2003-03-15,,tai felton,True,False,,False,387.0,Tai Felton,-37.0
351,14,Zack Moss,FA,RB101,-,Coach Upside rating,Coach Bust rating,-,-86,zack moss,zack moss,6845,Zack Moss,Zack,Moss,RB,,,['RB'],True,Active,27.0,70,220.0,Utah,5.0,Questionable,,Neck,,,,,,1997-12-15,,zack moss,False,False,,False,,,
352,14,Dawson Knox,BUF,TE46,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-51,dawson knox,dawson knox,5906,Dawson Knox,Dawson,Knox,TE,BUF,,['TE'],True,Active,28.0,76,254.0,Ole Miss,6.0,,,,,,,,,1996-11-14,,dawson knox,False,False,,False,325.0,Dawson Knox,27.0
353,14,Kirk Cousins,ATL,QB38,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-57,kirk cousins,kirk cousins,1166,Kirk Cousins,Kirk,Cousins,QB,ATL,,['QB'],True,Active,37.0,75,205.0,Michigan State,13.0,,,,,,,,,1988-08-19,,kirk cousins,False,False,,False,318.0,Kirk Cousins,35.0
354,14,Jake Moody,SF,K22,14,Coach Upside rating,Coach Bust rating,5 out of 5 stars,-132,jake moody,jake moody,10937,Jake Moody,Jake,Moody,K,SF,,['K'],True,Active,25.0,73,210.0,Michigan,2.0,,,,,,,,,1999-11-23,,jake moody,False,False,,False,353.0,Jake Moody,1.0
355,14,Dillon Gabriel,CLE,QB39,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+251,dillon gabriel,dillon gabriel,12486,Dillon Gabriel,Dillon,Gabriel,QB,CLE,,['QB'],True,Active,24.0,71,205.0,Oregon,0.0,,,,,,,,,2000-12-28,,dillon gabriel,True,False,,False,310.0,Dillon Gabriel,45.0
356,14,Kalel Mullings,TEN,RB102,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+224,kalel mullings,kalel mullings,12516,Kalel Mullings,Kalel,Mullings,RB,TEN,,['RB'],True,Active,22.0,74,226.0,Michigan,0.0,Questionable,,Ankle,,,,,,2002-10-04,,kalel mullings,True,False,,False,321.0,Kalel Mullings,35.0
357,14,Luke Musgrave,GB,TE47,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-39,luke musgrave,luke musgrave,9481,Luke Musgrave,Luke,Musgrave,TE,GB,,['TE'],True,Active,24.0,78,253.0,Oregon State,2.0,,,,,,,,,2000-09-02,,luke musgrave,False,False,,False,331.0,Luke Musgrave,26.0
358,14,Savion Williams,GB,WR125,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+82,savion williams,savion williams,12482,Savion Williams,Savion,Williams,WR,GB,,['WR'],True,Active,23.0,76,222.0,TCU,0.0,Questionable,Strain,Hamstring,,,,,,2001-11-22,,savion williams,True,False,,False,406.0,Savion Williams,-48.0
359,14,Chimere Dike,TEN,WR126,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+297,chimere dike,chimere dike,12540,Chimere Dike,Chimere,Dike,WR,TEN,,['WR'],True,Active,23.0,73,196.0,Florida,0.0,,,,,,,,,2001-12-14,,chimere dike,True,False,,False,378.0,Chimere Dike,-19.0
360,14,Jameis Winston,NYG,QB40,14,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-49,jameis winston,jameis winston,2306,Jameis Winston,Jameis,Winston,QB,NYG,,['QB'],True,Active,31.0,76,231.0,Florida State,10.0,,,,,,,,,1994-01-06,,jameis winston,False,False,,False,338.0,Jameis Winston,22.0
361,14,Justin Tucker,FA,K23,-,Coach Upside rating,Coach Bust rating,-,-97,justin tucker,justin tucker,1264,Justin Tucker,Justin,Tucker,K,,,['K'],True,Active,35.0,73,191.0,Texas,13.0,Sus,,Suspension,,,,,,1989-11-21,,justin tucker,False,False,,False,,,
362,14,LeQuint Allen Jr.,JAC,RB103,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+396,lequint allen,lequint allen,12544,LeQuint Allen,LeQuint,Allen,RB,JAX,,['RB'],True,Active,21.0,72,201.0,Syracuse,0.0,,,,,,,,,2004-08-05,,lequint allen,True,False,,False,,,
363,14,Mack Hollins,NE,WR127,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+26,mack hollins,mack hollins,4177,Mack Hollins,Mack,Hollins,WR,NE,,['WR'],True,Active,31.0,76,221.0,North Carolina,8.0,,,,,,,,,1993-09-16,,mack hollins,False,False,,False,400.0,Mack Hollins,-37.0
364,14,Jimmy Garoppolo,LAR,QB41,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-14,jimmy garoppolo,jimmy garoppolo,1837,Jimmy Garoppolo,Jimmy,Garoppolo,QB,LAR,,['QB'],True,Active,33.0,74,225.0,Eastern Illinois,11.0,,,,,,,,,1991-11-02,,jimmy garoppolo,False,False,,False,340.0,Jimmy Garoppolo,24.0
365,14,Jahan Dotson,PHI,WR128,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-41,jahan dotson,jahan dotson,8119,Jahan Dotson,Jahan,Dotson,WR,PHI,,['WR'],True,Active,25.0,71,184.0,Penn State,3.0,,,,,,,,,2000-03-22,,jahan dotson,False,False,,False,408.0,Jahan Dotson,-43.0
366,14,Curtis Samuel,BUF,WR129,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+57,curtis samuel,curtis samuel,4082,Curtis Samuel,Curtis,Samuel,WR,BUF,,['WR'],True,Active,29.0,71,195.0,Ohio State,8.0,Questionable,,Hamstring,,,,,,1996-08-11,,curtis samuel,False,False,,False,377.0,Curtis Samuel,-11.0
367,14,Zay Jones,ARI,WR130,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+195,zay jones,zay jones,4080,Zay Jones,Zay,Jones,WR,ARI,,['WR'],True,Active,30.0,74,200.0,East Carolina,8.0,,,,,,,,,1995-03-30,,zay jones,False,False,,False,394.0,Zay Jones,-27.0
368,14,Allen Lazard,NYJ,WR131,9,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+14,allen lazard,allen lazard,5185,Allen Lazard,Allen,Lazard,WR,NYJ,,['WR'],True,Active,29.0,77,227.0,Iowa State,7.0,Questionable,,Shoulder,,,,,,1995-12-11,,allen lazard,False,False,,False,253.0,Allen Lazard,115.0
369,14,Marquez Valdes-Scantling,SF,WR132,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-50,marquez valdes-scantling,marquez valdes-scantling,5086,Marquez Valdes-Scantling,Marquez,Valdes-Scantling,WR,SF,,['WR'],True,Active,30.0,76,206.0,South Florida,7.0,,,,,,,,,1994-10-10,,marquez valdes-scantling,False,False,,False,398.0,Marquez Valdes-Scantling,-29.0
371,14,Emari Demercado,ARI,RB104,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+249,emari demercado,emari demercado,11199,Emari Demercado,Emari,Demercado,RB,ARI,,['RB'],True,Active,26.0,69,215.0,TCU,2.0,,,,,,,,,1999-01-20,,emari demercado,False,False,,False,265.0,Emari Demercado,106.0
372,14,Gunnar Helm,TEN,TE48,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+46,gunnar helm,gunnar helm,12502,Gunnar Helm,Gunnar,Helm,TE,TEN,,['TE'],True,Active,22.0,77,241.0,Texas,0.0,,,,,,,,,2002-09-06,,gunnar helm,True,False,,False,329.0,Gunnar Helm,43.0
373,14,Austin Hooper,NE,TE49,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-26,austin hooper,austin hooper,3202,Austin Hooper,Austin,Hooper,TE,NE,,['TE'],True,Active,30.0,76,254.0,Stanford,9.0,,,,,,,,,1994-10-29,,austin hooper,False,False,,False,328.0,Austin Hooper,45.0
374,14,Gus Edwards,FA,RB105,-,Coach Upside rating,Coach Bust rating,-,+217,gus edwards,gus edwards,5248,Gus Edwards,Gus,Edwards,RB,,,['RB'],True,Active,29.0,73,238.0,Rutgers,7.0,,,,,,,,,1995-04-13,,gus edwards,False,False,,False,,,
375,14,Tank Dell,HOU,WR133,6,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-60,tank dell,tank dell,9502,Tank Dell,Tank,Dell,WR,HOU,,['WR'],True,Active,25.0,70,165.0,Houston,2.0,PUP,Surgery,Knee - ACL + MCL,,,,,,1999-10-29,,tank dell,False,False,,False,,,
376,14,Cam Akers,FA,RB106,-,Coach Upside rating,Coach Bust rating,-,+43,cam akers,cam akers,6938,Cam Akers,Cam,Akers,RB,,,['RB'],True,Active,26.0,70,217.0,Florida State,5.0,,,,,,,,,1999-06-22,,cam akers,False,False,,False,,,
377,14,Van Jefferson,TEN,WR134,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+144,van jefferson,van jefferson,6853,Van Jefferson,Van,Jefferson,WR,TEN,,['WR'],True,Active,29.0,73,200.0,Florida,5.0,,,,,,,,,1996-07-26,,van jefferson,False,False,,False,274.0,Van Jefferson,103.0
378,14,Chad Ryland,ARI,K24,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-45,chad ryland,chad ryland,10955,Chad Ryland,Chad,Ryland,K,ARI,,['K'],True,Active,25.0,72,195.0,Maryland,2.0,,,,,,,,,1999-10-15,,chad ryland,False,False,,False,350.0,Chad Ryland,28.0
379,14,Cade Stover,HOU,TE50,6,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+111,cade stover,cade stover,11599,Cade Stover,Cade,Stover,TE,HOU,,['TE'],True,Active,25.0,76,251.0,Ohio State,1.0,,,,,,,,,2000-06-12,,cade stover,False,False,,False,386.0,Cade Stover,-7.0
380,14,Cairo Santos,CHI,K25,5,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-102,cairo santos,cairo santos,2020,Cairo Santos,Cairo,Santos,K,CHI,,['K'],True,Active,33.0,68,173.0,Tulane,11.0,,,,,,,,,1991-11-12,,cairo santos,False,False,,False,190.0,Cairo Santos,190.0
381,14,Jamari Thrash,CLE,WR135,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+220,jamari thrash,jamari thrash,11633,Jamari Thrash,Jamari,Thrash,WR,CLE,,['WR'],True,Active,24.0,72,190.0,Louisville,1.0,,,,,,,,,2000-12-19,,jamari thrash,False,False,,False,272.0,Jamari Thrash,109.0
382,14,Trey Sermon,PIT,RB107,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+225,trey sermon,trey sermon,7593,Trey Sermon,Trey,Sermon,RB,PIT,,['RB'],True,Active,26.0,72,215.0,Ohio State,4.0,,,,,,,,,1999-01-30,,trey sermon,False,False,,False,,,
383,14,Donovan Edwards,WAS,RB108,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+189,donovan edwards,donovan edwards,12515,Donovan Edwards,Donovan,Edwards,RB,WAS,,['RB'],True,Active,22.0,71,205.0,Michigan,0.0,,,,,,,,,2003-02-25,,donovan edwards,True,False,,False,,,
384,14,Matt Prater,FA,K26,-,Coach Upside rating,Coach Bust rating,-,+122,matt prater,matt prater,17,Matt Prater,Matt,Prater,K,,,['K'],True,Active,40.0,70,201.0,UCF,19.0,Questionable,Surgery,Knee - Meniscus,,,,,,1984-08-10,,matt prater,False,False,,False,,,
385,14,Craig Reynolds,DET,RB109,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-13,craig reynolds,craig reynolds,6659,Craig Reynolds,Craig,Reynolds,RB,DET,,['RB'],True,Active,29.0,71,216.0,Kutztown,6.0,,,,,,,,,1996-06-15,,craig reynolds,False,False,,False,,,
386,15,Greg Dortch,ARI,WR136,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+201,greg dortch,greg dortch,5970,Greg Dortch,Greg,Dortch,WR,ARI,,['WR'],True,Active,27.0,67,180.0,Wake Forest,6.0,,,,,,,,,1998-05-29,,greg dortch,False,False,,False,275.0,Greg Dortch,111.0
389,15,Kyle Juszczyk,SF,RB110,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+38,kyle juszczyk,kyle juszczyk,1379,Kyle Juszczyk,Kyle,Juszczyk,FB,SF,,['RB'],True,Active,34.0,73,235.0,Harvard,12.0,,,,,,,,,1991-04-23,,kyle juszczyk,False,False,,False,251.0,Kyle Juszczyk,138.0
390,15,Luke Schoonmaker,DAL,TE51,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+4,luke schoonmaker,luke schoonmaker,10871,Luke Schoonmaker,Luke,Schoonmaker,TE,DAL,,['TE'],True,Active,26.0,77,250.0,Michigan,2.0,Questionable,,Undisclosed,,,,,,1998-09-28,,luke schoonmaker,False,False,,False,397.0,Luke Schoonmaker,-7.0
391,15,Kenny Pickett,LV,QB42,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+80,kenny pickett,kenny pickett,8160,Kenny Pickett,Kenny,Pickett,QB,LV,,['QB'],True,Active,27.0,75,220.0,Pittsburgh,3.0,Questionable,,Hamstring,,,,,,1998-06-06,,kenny pickett,False,False,,False,316.0,Kenny Pickett,75.0
392,15,Joe Milton III,DAL,QB43,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-54,joe milton,joe milton,11557,Joe Milton,Joe,Milton,QB,DAL,,['QB'],True,Active,25.0,77,246.0,Tennessee,1.0,,,,,,,,,2000-03-06,,joe milton,False,False,,False,343.0,Joe Milton III,49.0
393,15,Antwane Wells Jr.,FA,WR137,-,Coach Upside rating–No rating available,Coach Bust rating–No rating available,-,-,antwane wells,antwane wells,12460,Antwane Wells,Antwane,Wells,WR,,,['WR'],True,Active,24.0,72,205.0,Ole Miss,0.0,,,,,,,,,2001-04-02,,antwane wells,True,False,,False,,,
394,15,Eddy Pineiro,FA,K27,-,Coach Upside rating,Coach Bust rating,-,+83,eddy pineiro,eddy pineiro,5189,Eddy Pineiro,Eddy,Pineiro,K,,,['K'],True,Active,29.0,71,190.0,Florida,7.0,,,,,,,,,1995-09-13,,eddy pineiro,False,False,,False,,,
395,15,Hunter Renfrow,CAR,WR138,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-64,hunter renfrow,hunter renfrow,5955,Hunter Renfrow,Hunter,Renfrow,WR,CAR,,['WR'],True,Active,29.0,70,185.0,Clemson,6.0,,,,,,,,,1995-12-21,,hunter renfrow,False,False,,False,428.0,Hunter Renfrow,-33.0
396,15,Jacob Cowing,SF,WR139,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+324,jacob cowing,jacob cowing,11616,Jacob Cowing,Jacob,Cowing,WR,SF,,['WR'],True,Inactive,24.0,69,171.0,Arizona,1.0,IR,,Hamstring,,,,,,2001-02-04,,jacob cowing,False,False,,False,,,
397,15,Josh Oliver,MIN,TE52,6,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-42,josh oliver,josh oliver,5973,Josh Oliver,Josh,Oliver,TE,MIN,,['TE'],True,Active,28.0,77,259.0,San Jose State,6.0,,,,,,,,,1997-03-21,,josh oliver,False,False,,False,380.0,Josh Oliver,17.0
398,15,Blake Grupe,NO,K28,11,Coach Upside rating–No rating available,Coach Bust rating–No rating available,5 out of 5 stars,-93,blake grupe,blake grupe,11058,Blake Grupe,Blake,Grupe,K,NO,,['K'],True,Active,26.0,67,156.0,Notre Dame,2.0,,,,,,,,,1998-11-05,,blake grupe,False,False,,False,354.0,Blake Grupe,44.0
399,15,Theo Wease Jr.,MIA,WR140,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+272,theo wease,theo wease,12860,Theo Wease,Theo,Wease,WR,MIA,,['WR'],True,Active,24.0,74,210.0,Missouri,0.0,,,,,,,,,2001-06-25,,theo wease,True,False,,False,,,
400,15,Foster Moreau,NO,TE53,11,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+252,foster moreau,foster moreau,5985,Foster Moreau,Foster,Moreau,TE,NO,,['TE'],True,Active,28.0,76,250.0,LSU,6.0,PUP,,Knee,,,,,,1997-05-06,,foster moreau,False,False,,False,332.0,Foster Moreau,68.0
401,15,Tommy Tremble,CAR,TE54,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+80,tommy tremble,tommy tremble,7694,Tommy Tremble,Tommy,Tremble,TE,CAR,,['TE'],True,Active,25.0,76,250.0,Notre Dame,4.0,Questionable,Surgery,Back,,,,,,2000-06-02,,tommy tremble,False,False,,False,334.0,Tommy Tremble,67.0
402,15,Tyrod Taylor,NYJ,QB44,9,Coach Upside rating,Coach Bust rating,5 out of 5 stars,+278,tyrod taylor,tyrod taylor,827,Tyrod Taylor,Tyrod,Taylor,QB,NYJ,,['QB'],True,Active,36.0,73,217.0,Virginia Tech,14.0,Questionable,,Knee,,,,,,1989-08-03,,tyrod taylor,False,False,,False,335.0,Tyrod Taylor,67.0
403,15,Dare Ogunbowale,HOU,RB111,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+287,dare ogunbowale,dare ogunbowale,4718,Dare Ogunbowale,Dare,Ogunbowale,RB,HOU,,['RB'],True,Active,31.0,70,205.0,Wisconsin,8.0,,,,,,,,,1994-05-04,,dare ogunbowale,False,False,,False,281.0,Dare Ogunbowale,122.0
404,15,Jonathon Brooks,CAR,RB112,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+260,jonathon brooks,jonathon brooks,11583,Jonathon Brooks,Jonathon,Brooks,RB,CAR,,['RB'],True,Active,22.0,72,207.0,Texas,1.0,PUP,Surgery,Knee - ACL,,,,,,2003-07-21,,jonathon brooks,False,False,,False,,,
405,15,Graham Gano,NYG,K29,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,0 out of 5 stars,-118,graham gano,graham gano,503,Graham Gano,Graham,Gano,K,NYG,,['K'],True,Active,38.0,74,202.0,Florida State,16.0,,,,,,,,,1987-04-09,,graham gano,False,False,,False,356.0,Graham Gano,49.0
407,15,Julius Chestnut,TEN,RB113,10,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+147,julius chestnut,julius chestnut,8254,Julius Chestnut,Julius,Chestnut,RB,TEN,,['RB'],True,Active,24.0,71,228.0,Sacred Heart,3.0,,,,,,,,,2000-10-26,,julius chestnut,False,False,,False,,,
408,15,Efton Chism III,NE,WR141,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-83,efton chism,efton chism,12542,Efton Chism,Efton,Chism,WR,NE,,['WR'],True,Active,23.0,70,198.0,Eastern Washington,0.0,Questionable,,Undisclosed,,,,,,2001-10-26,,efton chism,True,False,,False,,,
409,15,JuJu Smith-Schuster,KC,WR142,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-103,juju smith-schuster,juju smith-schuster,4040,JuJu Smith-Schuster,JuJu,Smith-Schuster,WR,KC,,['WR'],True,Active,28.0,73,215.0,USC,8.0,,,,,,,,,1996-11-22,,juju smith-schuster,False,False,,False,385.0,JuJu Smith-Schuster,24.0
410,15,Jeremy McNichols,WAS,RB114,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+38,jeremy mcnichols,jeremy mcnichols,4219,Jeremy McNichols,Jeremy,McNichols,RB,WAS,,['RB'],True,Active,29.0,69,205.0,Boise State,8.0,,,,,,,,,1995-12-26,,jeremy mcnichols,False,False,,False,435.0,Jeremy McNichols,-25.0
411,15,Jalin Hyatt,NYG,WR143,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-38,jalin hyatt,jalin hyatt,9497,Jalin Hyatt,Jalin,Hyatt,WR,NYG,,['WR'],True,Active,23.0,72,185.0,Tennessee,2.0,,,,,,,,,2001-09-25,,jalin hyatt,False,False,,False,,,
412,15,Arian Smith,NYJ,WR144,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+249,arian smith,arian smith,12539,Arian Smith,Arian,Smith,WR,NYJ,,['WR'],True,Active,23.0,72,179.0,Georgia,0.0,,,,,,,,,2001-10-11,,arian smith,True,False,,False,414.0,Arian Smith,-2.0
413,15,George Holani,SEA,RB115,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,+211,george holani,george holani,12048,George Holani,George,Holani,RB,SEA,,['RB'],True,Active,25.0,71,210.0,Boise State,1.0,,,,,,,,,1999-12-16,,george holani,False,False,,False,,,
414,15,Xavier Hutchinson,HOU,WR145,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+249,xavier hutchinson,xavier hutchinson,10218,Xavier Hutchinson,Xavier,Hutchinson,WR,HOU,,['WR'],True,Active,25.0,75,210.0,Iowa State,2.0,,,,,,,,,2000-06-01,,xavier hutchinson,False,False,,False,381.0,Xavier Hutchinson,33.0
415,15,Mason Rudolph,PIT,QB45,5,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,-58,mason rudolph,mason rudolph,4972,Mason Rudolph,Mason,Rudolph,QB,PIT,,['QB'],True,Active,30.0,77,235.0,Oklahoma State,7.0,,,,,,,,,1995-07-17,,mason rudolph,False,False,,False,336.0,Mason Rudolph,79.0
417,15,Nick Folk,NYJ,K30,9,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,-20,nick folk,nick folk,650,Nick Folk,Nick,Folk,K,NYJ,,['K'],True,Active,40.0,73,222.0,Arizona,18.0,,,,,,,,,1984-11-05,,nick folk,False,False,,False,357.0,Nick Folk,60.0
418,15,Grant Calcaterra,PHI,TE55,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-55,grant calcaterra,grant calcaterra,8177,Grant Calcaterra,Grant,Calcaterra,TE,PHI,,['TE'],True,Active,26.0,76,240.0,SMU,3.0,,,,,,,,,1998-12-04,,grant calcaterra,False,False,,False,412.0,Grant Calcaterra,6.0
419,15,Jordan Watkins,SF,WR146,14,Coach Upside rating–No rating available,Coach Bust rating–No rating available,4 out of 5 stars,+223,jordan watkins,jordan watkins,12634,Jordan Watkins,Jordan,Watkins,WR,SF,,['WR'],True,Active,23.0,71,196.0,Ole Miss,0.0,Questionable,Sprain,Ankle,,,,,,2002-02-15,,jordan watkins,True,False,,False,432.0,Jordan Watkins,-13.0
420,15,Ja'Quinden Jackson,JAC,RB116,8,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+306,ja'quinden jackson,ja'quinden jackson,12479,Ja'Quinden Jackson,Ja'Quinden,Jackson,RB,JAX,,['RB'],True,Active,23.0,74,233.0,Arkansas,0.0,,,,,,,,,2001-09-12,,ja'quinden jackson,True,False,,False,,,
